Data Format: 
  dateTimeDelimiter: " "
  decimalSeparator: "."
  dataDelimiter: ","
  dateFormat: M/d/yy
  timeFormat: HH:mm:ss
  gmtOffset: "6"
  daylightSavings: false

Logger Info: 
  - &1
    launchDescription: "THSS"
    model: U30
    vendor: Onset Computer Corporation
    serialNumber: 10364429
    memorySize: 0
    firmwareVersion: 2.006
    firmwareVersionRaw: 0
    deploymentNumber: 4209
Series Info: 
  - name: "Temp"
    type: value
    unitName: ""
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: ""
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Wind Speed"
    type: value
    unitName: ""
    OMClassName: OMWindWSA_HWS
    OMPartNumber: S-WSA-XXXX
    OMUnitIndex: 0
    OMChannelType: 16
    OMValuePattern: "#,##0.0;-#,##0.0"
    logger: *1
  - name: "Gust Speed"
    type: value
    unitName: ""
    OMClassName: OMWindWSA_HWS
    OMPartNumber: S-WSA-XXXX
    OMUnitIndex: 0
    OMChannelType: 16
    OMValuePattern: "#,##0.0;-#,##0.0"
    logger: *1
  - name: "Wind Dir"
    type: value
    unitName: ""
    OMClassName: OMeasurementH21
    OMPartNumber: S-WDA-XXXX
    OMUnitIndex: 0
    OMChannelType: 4
    OMValuePattern: "#,##0;-#,##0"
    logger: *1
  - name: "PAR"
    type: value
    unitName: ""
    OMClassName: OMeasurementH21
    OMPartNumber: S-LIA-XXXX
    OMUnitIndex: 0
    OMChannelType: 22
    OMValuePattern: "#,##0;-#,##0"
    logger: *1
  - name: "Rain"
    type: value
    unitName: ""
    OMClassName: OMRain_HWS
    OMPartNumber: S-RGB-M002
    OMUnitIndex: 0
    OMChannelType: 17
    OMValuePattern: "#,##0.0;-#,##0.0"
    logger: *1
  - name: "Batt"
    type: value
    unitName: ""
    OMClassName: OMVoltage_PipeBattery
    OMPartNumber: U30 Battery
    OMUnitIndex: 0
    OMChannelType: 5
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
------------
"#","Time, Bangladesh Time","Temp, *C","RH, %","DewPt, *C","Wind Speed, m/s","Gust Speed, m/s","Wind Dir, *","PAR, uE","Rain, mm","Batt, V"
1,2/14/15 10:50:00,16.11,68.40,10.30,0.3,2.3,354,891,0.0,4.04
2,2/14/15 11:00:00,15.39,68.70,9.68,0.5,2.8,267,759,0.0,4.05
3,2/14/15 11:10:00,15.58,69.80,10.10,0.5,2.0,281,931,0.0,4.05
4,2/14/15 11:20:00,16.44,68.50,10.64,0.5,2.8,256,1141,0.0,4.05
5,2/14/15 11:30:00,16.44,67.90,10.51,0.5,2.8,232,906,0.0,4.05
6,2/14/15 11:40:00,15.91,68.40,10.12,1.0,3.0,232,844,0.0,4.05
7,2/14/15 11:50:00,16.75,69.60,11.18,0.8,3.5,226,876,0.0,4.05
8,2/14/15 12:00:00,16.75,69.30,11.11,0.8,3.8,198,1006,0.0,4.05
9,2/14/15 12:10:00,16.08,70.70,10.78,0.8,2.8,192,906,0.0,4.05
10,2/14/15 12:20:00,15.70,72.20,10.72,1.0,3.3,218,856,0.0,4.05
11,2/14/15 12:30:00,15.91,72.60,11.01,0.8,2.5,201,959,0.0,4.05
12,2/14/15 12:40:00,16.99,70.70,11.64,0.8,3.0,194,1071,0.0,4.05
13,2/14/15 12:50:00,15.91,70.70,10.62,1.3,3.5,201,879,0.0,4.05
14,2/14/15 13:00:00,16.84,71.50,11.68,1.0,3.3,199,1049,0.0,4.05
15,2/14/15 13:10:00,16.37,69.70,10.84,0.8,3.0,198,831,0.0,4.05
16,2/14/15 13:20:00,15.37,72.00,10.36,0.8,2.8,201,539,0.0,4.05
17,2/14/15 13:30:00,14.46,75.00,10.10,0.8,3.0,206,386,0.0,4.05
18,2/14/15 13:40:00,14.22,76.80,10.22,0.8,2.3,199,361,0.0,4.05
19,2/14/15 13:50:00,14.12,77.90,10.34,0.3,2.0,232,319,0.0,4.05
20,2/14/15 14:00:00,13.74,78.70,10.12,0.5,2.3,212,231,0.0,4.05
21,2/14/15 14:10:00,13.71,79.60,10.27,0.3,1.8,237,176,0.0,4.05
22,2/14/15 14:20:00,13.33,80.40,10.04,0.3,2.0,240,129,0.0,4.05
23,2/14/15 14:30:00,13.31,81.60,10.24,0.0,1.8,285,141,0.0,4.05
24,2/14/15 14:40:00,13.43,81.40,10.32,0.0,1.8,244,111,0.0,4.08
25,2/14/15 14:50:00,13.09,81.90,10.08,0.0,1.0,289,69,0.0,4.05
26,2/14/15 15:00:00,12.92,83.20,10.15,0.3,1.3,352,66,0.0,4.05
27,2/14/15 15:10:00,12.99,84.00,10.37,0.0,0.8,355,66,0.0,4.05
28,2/14/15 15:20:00,12.92,84.00,10.30,0.3,1.5,354,81,0.0,4.05
29,2/14/15 15:30:00,13.04,83.50,10.32,0.0,1.0,355,84,0.0,4.05
30,2/14/15 15:40:00,13.14,83.30,10.38,0.0,1.0,15,99,0.0,4.05
31,2/14/15 15:50:00,13.18,83.40,10.45,0.0,1.0,352,104,0.0,4.05
32,2/14/15 16:00:00,13.21,83.00,10.40,0.0,1.0,13,101,0.0,4.05
33,2/14/15 16:10:00,13.43,81.30,10.30,0.0,0.8,21,94,0.0,4.05
34,2/14/15 16:20:00,13.21,81.60,10.14,0.0,0.8,21,96,0.0,4.05
35,2/14/15 16:30:00,13.23,82.10,10.26,0.0,0.8,21,101,0.0,4.05
36,2/14/15 16:40:00,13.55,81.20,10.40,0.0,0.8,21,104,0.0,4.04
37,2/14/15 16:50:00,13.47,80.70,10.24,0.0,0.5,22,86,0.0,4.05
38,2/14/15 17:00:00,13.40,81.10,10.24,0.0,0.3,59,59,0.0,4.05
39,2/14/15 17:10:00,13.31,81.20,10.16,0.0,0.5,59,36,0.0,4.05
40,2/14/15 17:20:00,13.09,81.30,9.97,0.0,1.0,32,21,0.0,4.05
41,2/14/15 17:30:00,13.02,81.80,9.99,0.0,0.5,351,11,0.0,4.05
42,2/14/15 17:40:00,12.99,81.90,9.99,0.0,0.0,351,6,0.0,4.05
43,2/14/15 17:50:00,12.99,81.70,9.95,0.0,0.0,351,4,0.0,4.05
44,2/14/15 18:00:00,13.04,81.60,9.98,0.0,0.0,351,1,0.0,4.05
45,2/14/15 18:10:00,13.06,82.00,10.08,0.0,0.0,351,1,0.0,4.05
46,2/14/15 18:20:00,12.94,82.20,9.99,0.0,0.0,351,1,0.0,4.05
47,2/14/15 18:30:00,12.87,82.70,10.01,0.0,0.0,351,1,0.0,4.05
48,2/14/15 18:40:00,12.94,83.30,10.19,0.0,0.0,351,1,0.0,4.05
49,2/14/15 18:50:00,12.99,83.10,10.20,0.0,0.0,351,1,0.0,4.05
50,2/14/15 19:00:00,13.04,82.80,10.20,0.0,0.0,351,1,0.0,4.05
51,2/14/15 19:10:00,12.97,83.00,10.16,0.0,0.0,351,1,0.0,4.05
52,2/14/15 19:20:00,13.11,82.70,10.25,0.0,0.0,351,1,0.0,4.05
53,2/14/15 19:30:00,13.14,82.20,10.18,0.0,0.3,351,1,0.0,4.05
54,2/14/15 19:40:00,13.09,82.20,10.14,0.0,0.0,351,1,0.0,4.06
55,2/14/15 19:50:00,13.11,82.10,10.14,0.0,0.5,352,1,0.0,4.05
56,2/14/15 20:00:00,13.04,82.10,10.07,0.0,0.5,352,1,0.0,4.05
57,2/14/15 20:10:00,12.90,82.50,10.00,0.0,0.5,352,1,0.0,4.05
58,2/14/15 20:20:00,12.87,83.10,10.09,0.0,0.5,352,1,0.0,4.05
59,2/14/15 20:30:00,12.80,83.60,10.11,0.0,0.0,352,1,0.0,4.05
60,2/14/15 20:40:00,12.92,83.20,10.15,0.0,0.5,352,1,0.0,4.05
61,2/14/15 20:50:00,12.90,83.30,10.15,0.0,0.5,352,1,0.0,4.05
62,2/14/15 21:00:00,12.87,83.40,10.14,0.0,0.0,352,1,0.0,4.05
63,2/14/15 21:10:00,12.51,84.10,9.91,0.0,1.3,351,1,0.0,4.05
64,2/14/15 21:20:00,12.49,85.00,10.05,0.0,0.3,351,1,0.0,4.05
65,2/14/15 21:30:00,12.65,84.60,10.14,0.0,0.5,351,1,0.0,4.05
66,2/14/15 21:40:00,12.51,84.40,9.96,0.0,1.0,329,1,0.0,4.05
67,2/14/15 21:50:00,12.36,85.50,10.02,0.0,0.3,329,1,0.0,4.05
68,2/14/15 22:00:00,12.29,86.10,10.05,0.0,0.3,329,1,0.0,4.05
69,2/14/15 22:10:00,12.34,86.30,10.13,0.0,0.0,329,1,0.0,4.05
70,2/14/15 22:20:00,12.63,85.40,10.26,0.0,1.3,355,1,0.0,4.05
71,2/14/15 22:30:00,12.73,83.90,10.09,0.0,0.5,105,1,0.0,4.05
72,2/14/15 22:40:00,12.36,85.30,9.98,0.0,0.8,18,1,0.0,4.05
73,2/14/15 22:50:00,12.51,85.20,10.11,0.0,0.5,355,1,0.0,4.05
74,2/14/15 23:00:00,12.61,84.70,10.11,0.0,0.0,355,1,0.0,4.05
75,2/14/15 23:10:00,12.80,82.50,9.91,0.0,0.8,98,1,0.0,4.05
76,2/14/15 23:20:00,12.61,82.70,9.75,0.0,0.0,112,1,0.0,4.05
77,2/14/15 23:30:00,12.46,83.60,9.77,0.0,0.5,94,1,0.0,4.05
78,2/14/15 23:40:00,12.39,84.40,9.85,0.0,0.3,35,1,0.0,4.05
79,2/14/15 23:50:00,12.44,84.50,9.91,0.0,0.8,34,1,0.0,4.05
80,2/15/15 00:00:00,12.65,82.60,9.78,0.0,1.3,355,1,0.0,4.05
81,2/15/15 00:10:00,12.39,83.00,9.60,0.0,0.5,345,1,0.0,4.05
82,2/15/15 00:20:00,12.29,83.60,9.61,0.0,1.0,345,1,0.0,4.05
83,2/15/15 00:30:00,12.24,84.00,9.63,0.0,0.0,345,1,0.0,4.05
84,2/15/15 00:40:00,12.46,83.60,9.77,0.0,0.3,345,1,0.0,4.05
85,2/15/15 00:50:00,12.36,83.30,9.63,0.0,0.5,345,1,0.0,4.05
86,2/15/15 01:00:00,12.29,83.60,9.61,0.0,0.5,345,1,0.0,4.05
87,2/15/15 01:10:00,12.29,83.20,9.54,0.0,0.5,345,1,0.0,4.05
88,2/15/15 01:20:00,12.34,82.10,9.39,0.0,1.3,341,1,0.0,4.05
89,2/15/15 01:30:00,12.15,81.60,9.11,0.0,0.5,330,1,0.0,4.04
90,2/15/15 01:40:00,12.10,82.90,9.29,0.0,0.8,330,1,0.0,4.05
91,2/15/15 01:50:00,12.22,82.60,9.36,0.0,1.0,344,1,0.0,4.06
92,2/15/15 02:00:00,12.29,81.50,9.23,0.0,0.8,53,1,0.0,4.05
93,2/15/15 02:10:00,12.17,82.30,9.26,0.0,0.0,53,1,0.0,4.05
94,2/15/15 02:20:00,12.12,81.60,9.08,0.0,1.0,48,1,0.0,4.05
95,2/15/15 02:30:00,12.46,79.10,8.95,0.5,2.0,10,1,0.0,4.05
96,2/15/15 02:40:00,12.53,76.20,8.47,0.5,2.0,4,1,0.0,4.05
97,2/15/15 02:50:00,12.34,76.80,8.40,0.0,1.5,29,1,0.0,4.05
98,2/15/15 03:00:00,12.41,76.70,8.45,0.0,0.5,45,1,0.0,4.05
99,2/15/15 03:10:00,12.44,76.40,8.41,0.0,0.8,46,1,0.0,4.05
100,2/15/15 03:20:00,12.24,76.80,8.30,0.0,0.0,48,1,0.0,4.05
101,2/15/15 03:30:00,12.32,77.10,8.43,0.0,0.0,48,1,0.0,4.05
102,2/15/15 03:40:00,12.19,77.00,8.30,0.0,0.0,48,1,0.0,4.05
103,2/15/15 03:50:00,12.24,76.80,8.30,0.0,0.0,48,1,0.0,4.05
104,2/15/15 04:00:00,12.17,75.20,7.92,0.0,0.0,48,1,0.0,4.05
105,2/15/15 04:10:00,12.22,75.10,7.95,0.0,0.3,48,1,0.0,4.05
106,2/15/15 04:20:00,12.07,75.50,7.89,0.0,0.3,48,1,0.0,4.05
107,2/15/15 04:30:00,12.00,76.40,7.99,0.0,0.0,48,1,0.0,4.05
108,2/15/15 04:40:00,11.95,78.30,8.31,0.0,0.8,48,1,0.0,4.05
109,2/15/15 04:50:00,12.34,76.10,8.26,0.3,1.3,45,1,0.0,4.05
110,2/15/15 05:00:00,12.07,76.20,8.02,0.0,0.5,45,1,0.0,4.05
111,2/15/15 05:10:00,12.17,75.40,7.96,0.0,0.0,45,1,0.0,4.05
112,2/15/15 05:20:00,12.19,75.00,7.91,0.0,0.3,45,1,0.0,4.05
113,2/15/15 05:30:00,11.81,77.10,7.94,0.0,1.0,45,1,0.0,4.05
114,2/15/15 05:40:00,11.95,77.20,8.10,0.0,0.5,44,1,0.0,4.05
115,2/15/15 05:50:00,12.19,77.00,8.30,0.0,0.8,45,1,0.0,4.05
116,2/15/15 06:00:00,11.78,77.20,7.93,0.0,0.8,44,1,0.0,4.05
117,2/15/15 06:10:00,11.83,77.80,8.09,0.0,1.3,345,1,0.0,4.05
118,2/15/15 06:20:00,11.64,78.80,8.09,0.0,0.0,343,1,0.0,4.05
119,2/15/15 06:30:00,11.76,78.90,8.23,0.0,0.3,343,1,0.0,4.05
120,2/15/15 06:40:00,12.17,77.30,8.33,0.3,0.8,108,1,0.0,4.05
121,2/15/15 06:50:00,11.93,77.90,8.21,0.0,0.3,126,4,0.0,4.05
122,2/15/15 07:00:00,12.12,78.50,8.51,0.0,0.8,126,9,0.0,4.05
123,2/15/15 07:10:00,12.32,77.10,8.43,0.5,2.0,101,14,0.0,4.05
124,2/15/15 07:20:00,12.39,76.00,8.29,0.3,1.3,102,21,0.0,4.05
125,2/15/15 07:30:00,12.05,76.30,8.02,0.3,2.0,4,24,0.0,4.05
126,2/15/15 07:40:00,12.22,76.90,8.30,0.0,0.8,28,24,0.0,4.05
127,2/15/15 07:50:00,12.36,76.60,8.38,0.3,1.3,28,26,0.0,4.05
